transaction_id,timestamp,unix_timestamp,from_address,to_address,amount_eth,nonce,chain_id,deadline,signature_hash,full_signature,contract_type,is_replay,attack_type,blocked,detection_layer,reason,label
"TX-0631","2026-05-12T15:29:56.000Z","1778599796","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0.1","18","31337","1778576642","0xb0dba0519a5e29d54e...","0x114aead95cf33654b0151fa7c95687fdebfd1d7930fb020f509266e52f7da70a56884b72b17854dbee0993668c856d6a19b1420a85687e6ebff5a0ace883400c1c","secure","true","nonce_replay","true","middleware","Middleware blocked: Nonce already used","1"
"TX-0754","2026-05-12T15:11:36.000Z","1778598696","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","1.0","102","31337","1778545218","0x4cb772babb3d2a78ff...","0xd412225721ca7d26a0574496b40c64be45e4b6cecd947f5feb4fa52e71080a2b1119f7f7f692ea09af6e487cd66f50df0288e6efd62e4b173c4e3a9d7440e48a1c","secure","true","expired_tx","true","smart_contract","Secure contract blocked: Transaction expired","1"
"TX-0375","2026-05-12T14:11:51.000Z","1778595111","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0.15",,"31337",,"0x628257f166c344c961...","0xd51c4ef893674b343b16b21ef046bf34494c639cd62a9b7999b520a83ed0014254e8bbaf3c9fe8ac32f13f054dece9a70f1defe4e964a3b88b0b89a8762d53e41c","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0335","2026-05-11T18:24:53.000Z","1778523893","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0.01",,"31337",,"0x0170f392d6ace321dc...","0x6e89647eb4eb4448a8f3903575f6f5f096ac3793328d5358dabe3c70eccea00273317d50f1867924eba61a70f905d3f8dea38fef945273d99d9ef07099d155481c","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0213","2026-05-11T21:21:51.000Z","1778534511","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0.2",,"31337",,"0x7759b07cf1dac26849...","0x36b66cd7432b8e1aae71cb753c54e3ec85485fc8395d1093b328a7c44180526b30ba175d6c00e59b50defac10f16380ccfca5ab89b63e4fbe711d8e2489799481c","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0471","2026-05-12T16:07:37.000Z","1778602057","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0.01",,"31337",,"0xcc2d722883691f55d4...","0xd87db973558360c715da857cfa28ba0b249a80ca9f86cf8c58d7c2cba09a09e648f9378a96bcef72c8a5a51f62665cb11fa2bd4179ede07deed35dba3c687f541b","vulnerable","true","signature_replay","false","none","ATTACK SUCCEEDED — Vulnerable contract has no replay protection","1"
"TX-0442","2026-05-12T15:25:20.000Z","1778599520","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0.2",,"31337",,"0x08fae6d11bba844ec7...","0x486a9b1528ea784c8cb386685c9037c3e9c2c8087ab1557e3bc4ff9e5dda569254801de72a19046fa6007a59c25d7ae733dd081f0f0113a440926b7f01f85be71b","vulnerable","true","signature_replay","true","middleware","Middleware blocked: Signature already used","1"
"TX-0210","2026-05-12T10:17:35.000Z","1778581055","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0.01",,"31337",,"0x2d65946a66615efa5c...","0x1841ff03f78eb0258b6b934e7a3d54266bdfb273471aa51a69a1997178e16492523709f496483c9ce884fccd76c17f7fd05e8c27d9b622ce5152a3e2b369d2e01b","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0090","2026-05-12T11:06:58.000Z","1778584018","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0.01",,"31337",,"0x03b9a1aa5f51d34659...","0xc7ce474daf6933bbadaf1b37e53ac2bf908839622ae324337fa0f23c4f86cb0b5be029e6676966a94406d63ff5b7a81ffa808d24cb68ab1a92dda4fad08d3c071b","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0773","2026-05-12T15:11:34.000Z","1778598694","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0.01","104","31337","1778541788","0xc32621221407309d50...","0x5a5db46bbe4afead54815b5617b8e70c2316c4875e32a0c3a617b94efe28f947302ca95bbcc787086cae2608c3072726e2ae5640772d7c530cd2d896831582081c","secure","true","expired_tx","true","smart_contract","Secure contract blocked: Transaction expired","1"
"TX-0029","2026-05-12T01:58:09.000Z","1778551089","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0.1","6","31337","1778554689","0x0f35f3d09037a093a4...","0x4a8ada219d0d9ccfc789a9dbc3744f8bb0fe3f123ea42e21c991f815c7db00966a12a8eb57b2369790039cfd603bf31d7cb149591c0376c6bacf5537b88a0eca1c","secure","false","none","false","none","Legitimate transaction","0"
"TX-0769","2026-05-12T15:11:59.000Z","1778598719","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0.1","108","31337","1778524129","0x98e4cfa381f10e3601...","0xf48ad10062ab70be5d640f1344ef1774c1f69b8c9e5654728943a08ff343790d59c332f4106a5a7e8232dfe49b267e1177e1023d6e1d674c702c39bdb50555f31b","secure","true","expired_tx","true","middleware","Middleware blocked: Transaction deadline has passed","1"
"TX-0052","2026-05-12T01:14:50.000Z","1778548490","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","1.0","10","31337","1778552090","0x762d70c941acf524d2...","0x1785518377b9d589fa9801dee2934f1d948ecb7e1657ea954c6d8b2db2e34abd6b2140902ed687a0f9ec062583d29492d6688747219791a542fa8ae1d74590981b","secure","false","none","false","none","Legitimate transaction","0"
"TX-0552","2026-05-12T15:19:38.000Z","1778599178","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0.1","56","31337","1778580644","0x315d3e183b99c42719...","0x51bf09816a8b61202ea1350a46e5abf97ba81da0bb52ea8c21315e11b55d22dc715bbd05f9013e72e7f257371178740a758cf1a8fa52b3eaef687464c69ed3911b","secure","true","nonce_replay","true","smart_contract","Secure contract blocked: Invalid nonce: possible replay attack","1"
"TX-0011","2026-05-11T21:04:15.000Z","1778533455","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0.15",,"31337",,"0x1d6b7cd9fe9ec0d3ee...","0x3e743e6005049902c283d830464ed44b5937df1a95a2c685bf71ba44a315079f27df873ccbf88aabd1b91baaf5516ff5dd6bc03e00452b85493a8cd04504e3a41c","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0144","2026-05-12T02:29:12.000Z","1778552952","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0.15",,"31337",,"0xf7bf4d6006c4568ee9...","0x8cd82319544cd6143365f2bd1dc728d17741fac95b5265f159307bb672d3ae057f02d1d5affd843b8387d314b80721fb1b10f16fb13b67884b162826c03828251b","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0255","2026-05-12T09:10:45.000Z","1778577045","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0.5",,"31337",,"0x6803fd493c896a7f06...","0xf8c4e8844c4fff7168a02bb253351b2094496ba739545812c1d24858ad8887dc48408f97b63d415540b366a38b50f2fa3eec019581e95cebf3be9abacb9a375f1b","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0138","2026-05-11T23:55:48.000Z","1778543748","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0.01",,"31337",,"0x2d65946a66615efa5c...","0x1841ff03f78eb0258b6b934e7a3d54266bdfb273471aa51a69a1997178e16492523709f496483c9ce884fccd76c17f7fd05e8c27d9b622ce5152a3e2b369d2e01b","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0358","2026-05-12T11:23:58.000Z","1778585038","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0.15","66","31337","1778588638","0x468c11cf75af7eed01...","0xa544683cfa52b1cdfdc8a1c23d22cc3e9c583328d88f6fd9bc382cba2abfd2e91a92ed6d0dcbf18971648465a367523ceae64d95925414d51928ebb58a66f2271c","secure","false","none","false","none","Legitimate transaction","0"
"TX-0728","2026-05-12T14:16:37.000Z","1778595397","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0.1","95","11155111","1","1778598997","0xe14ff27b77cf1ee28e...","0x357f7eb74e06c9ef7bfeed1fe1cd088c2ccea2b8a18f148151537874f74dd550412e685cebfc1dd0d9ce7520ce77ccc4e6f75d3d67e098e637a41a09bb1732aa1c","secure","true","cross_chain_replay","true","smart_contract","Secure contract blocked: Chain ID mismatch — signature invalid on this chain","1"
"TX-0652","2026-05-12T14:44:47.000Z","1778597087","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","1.0","81","11155111","1","1778600687","0xa6965e596e5489861d...","0xa5b2f02e9df49beacb9a972de28ba3a510139a85464b79ddfe764125178d3f995d6aa4761b16b2b176065db208ddcc715c5599d529484986e303b05bc22c3ac51c","secure","true","cross_chain_replay","true","smart_contract","Secure contract blocked: Chain ID mismatch — signature invalid on this chain","1"
"TX-0241","2026-05-12T05:36:24.000Z","1778564184","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0.2","43","31337","1778567784","0xd03d0aa3c4cd4a0a97...","0xdd7c3f49502b1b48fefd71e73198f01c3aabbd1b7661107722b5dfac7cba1cbf7fc6c3d7d9a78d3eee81bab470acdeaa79f2363985bf5fd02584570babdaf8a91c","secure","false","none","false","none","Legitimate transaction","0"
"TX-0434","2026-05-12T16:07:23.000Z","1778602043","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0.01",,"31337",,"0x3f9a293dc3c2bd3320...","0xf79fe9d770a35bd62200cf88ca504ebdb07aac9f873b8045d827d1a16c0ef69a19b72ea392ed0c1e08c400e4afa11432ee91b40ff980a68e859acc91b25f2bc61c","vulnerable","true","signature_replay","true","middleware","Middleware blocked: Signature already used","1"
"TX-0151","2026-05-12T10:56:25.000Z","1778583385","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0.5",,"31337",,"0xb95b06fff4ff8f3715...","0xd2265e0313676578fd86caa889f139f64401aedb00a1eceb6a155ac290e9a7456dab9d02f59b2a5d69646edf41ecbac45856af91a7423653315cdaaf440051dc1b","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0628","2026-05-12T15:59:50.000Z","1778601590","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0.1","9","31337","1778550961","0x6c77a29a8cf0c7b49d...","0xbaeaa03a5bdd2a37a1b56e48ca5a5865797cbf62b159e260416211d61e3d31c53afcd2024282b0ebb2e96a23231eac22b8fbc8e95940fb04388d57f80c2921dc1c","secure","true","nonce_replay","true","middleware","Middleware blocked: Nonce already used","1"
"TX-0460","2026-05-12T15:20:53.000Z","1778599253","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0x90F79bf6EB2c4f870365E785982E1f101E93b906","2.0",,"31337",,"0x7bd444b7d77469fa1f...","0x034bcbf41dc9746ad884e32a5aab706cbd9bbe5610e44b76adefbf0b9a2ee6a43ca35862e8e5fc9992b7b14151af0037124eb31c997443d563fa8c65ee6fb0871b","vulnerable","true","signature_replay","true","middleware","Middleware blocked: Signature already used","1"
"TX-0692","2026-05-12T14:53:57.000Z","1778597637","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0.1","87","11155111","1","1778601237","0x0166d08cfc90d0cef7...","0xf2e1bcb49cd4c834ac4917c07a9d9f1d9f44a0b696fb2b5aa7e8540b2bb5ad5f20a2da36c99e79d040dc3b051067a78780c033c02c91be95de8350c7ceebe8751c","secure","true","cross_chain_replay","true","smart_contract","Secure contract blocked: Chain ID mismatch — signature invalid on this chain","1"
"TX-0082","2026-05-12T08:09:48.000Z","1778573388","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0x90F79bf6EB2c4f870365E785982E1f101E93b906","1.0",,"31337",,"0x67f407f4907662db58...","0xb95aa460497f3d451c4fa551067cf1aa758262cd5a8dac3dcbb90e7ab1dc6826317b975407eaab977e6f0cc94687a56ccfcc3b174156a350b468b3352ad7a7ac1c","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0429","2026-05-12T15:50:34.000Z","1778601034","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0.15",,"31337",,"0x6fec52ea5a917dc22e...","0x9ef055d1c9923be7405d04c9e5b203ce48b2e3007699a3e74f1d2571ea975cb5030c71f40f93c598bdde9648ccedebb1805233047cdfc9e3cd15ed9394b699ed1c","vulnerable","true","signature_replay","true","middleware","Middleware blocked: Signature already used","1"
"TX-0659","2026-05-12T14:41:15.000Z","1778596875","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0.05","81","11155111","1","1778600475","0x90c738df98d6be6c7c...","0x3d73ab96dbe3d15412748e305e263fc3dbe87418876e45489b95975de5c9746a2a3c468fc1afd4f1cc438acccbcba2bbd42ec668f7b282de1dbe52562a38e9281b","secure","true","cross_chain_replay","true","smart_contract","Secure contract blocked: Chain ID mismatch — signature invalid on this chain","1"
"TX-0497","2026-05-12T15:10:59.000Z","1778598659","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0x90F79bf6EB2c4f870365E785982E1f101E93b906","2.0",,"31337",,"0x7bd444b7d77469fa1f...","0x034bcbf41dc9746ad884e32a5aab706cbd9bbe5610e44b76adefbf0b9a2ee6a43ca35862e8e5fc9992b7b14151af0037124eb31c997443d563fa8c65ee6fb0871b","vulnerable","true","signature_replay","true","middleware","Middleware blocked: Signature already used","1"
"TX-0378","2026-05-11T18:51:08.000Z","1778525468","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0.1","74","31337","1778529068","0x2dd22e6f16c233bcb4...","0xf73d548cfb03c5af9881fa3f730755fa1909be110440061e6920f15b591175b3535c5abcaa69a1a06af4cdd2d5d7a1aadea190231daba7cfde1fd40f8a01b0131c","secure","false","none","false","none","Legitimate transaction","0"
"TX-0487","2026-05-12T16:05:34.000Z","1778601934","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0.01",,"31337",,"0x3f9a293dc3c2bd3320...","0xf79fe9d770a35bd62200cf88ca504ebdb07aac9f873b8045d827d1a16c0ef69a19b72ea392ed0c1e08c400e4afa11432ee91b40ff980a68e859acc91b25f2bc61c","vulnerable","true","signature_replay","true","middleware","Middleware blocked: Signature already used","1"
"TX-0363","2026-05-11T17:46:23.000Z","1778521583","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","2.0","68","31337","1778525183","0x546f653354fc7af2b3...","0xc50d2df70b26b4dff941949418b4d6ea1c0ea274e1416fd3e44c93dbc1386dc9311f68a144f5de4d9614e6a0244296003ff00e2e2526b19ba30cc9d7e4e0cc341b","secure","false","none","false","none","Legitimate transaction","0"
"TX-0776","2026-05-12T15:12:11.000Z","1778598731","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","1.0","107","31337","1778573552","0x755a37acd76c68b494...","0xab3bac46dbe34169cc4d2d5ccd18ae6246cbfb1a3b058c2f20b4c5ef756fb019022f1db3fff57fede9c251c99d79a5f5aa5f5a5908d55b40ecac96e8ca6cd4531c","secure","true","expired_tx","true","smart_contract","Secure contract blocked: Transaction expired","1"
"TX-0566","2026-05-12T15:16:04.000Z","1778598964","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0.2","61","31337","1778552439","0xe6da9e567537c16c58...","0x759afce43a2ea8ce8aeafe2d95836356891bd7238bdacc07ea905a5273ab2ce235aac703979ef6fdab2dc6f4956bbac8b2f23b00414a24a7f4658396faa36f351c","secure","true","nonce_replay","true","middleware","Middleware blocked: Nonce already used","1"
"TX-0474","2026-05-12T15:16:03.000Z","1778598963","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","1.0",,"31337",,"0xfbe6c2da3a192a7a3e...","0x0182e3791ac03c49e1d691bdda61744e31c1af592d0fd4c459e9701c0894651a23c46798138cbba426dab9a4aa014d8edf8069f1e2b87e47d6908777b042d67b1b","vulnerable","true","signature_replay","false","none","ATTACK SUCCEEDED — Vulnerable contract has no replay protection","1"
"TX-0800","2026-05-12T15:11:10.000Z","1778598670","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0.01","110","31337","1778512313","0xb4f4e1b79df26d42f1...","0xd18ce7bfbbe2225c268b8b1ad5d569bd3a983a09323ca86f42e408f154821ef0282d05d4ac5d30e55a506f0ab66967d2645d6732376f26a76e23096634276c3d1b","secure","true","expired_tx","true","middleware","Middleware blocked: Transaction deadline has passed","1"
"TX-0643","2026-05-12T15:51:10.000Z","1778601070","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0.05","37","31337","1778584787","0xb606f52a0f1fae7a0c...","0x5354e7599467d739dfde93c902c26814a6938d0f14d695133a36da24ca8a8a4a75f929efcf9097eefbff970b2ad5b6c199a390ad574283dec8e63d3dc7877b7b1b","secure","true","nonce_replay","true","middleware","Middleware blocked: Nonce already used","1"
"TX-0034","2026-05-12T03:22:58.000Z","1778556178","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0.2",,"31337",,"0xc3a3c1a3e32446e083...","0xb016038277966424b99b9df9388ace4cecf1f32dbe2746862b84055e9b048446622ed3d7a8a69d88bca149d4b1ffac7db0302eeca52b8fbfe741cc5b3dfdec5e1b","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0809","2026-05-12T15:10:45.000Z","1778598645","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0.05",,"31337",,"0x379c32378dda75ccd6...","0x48310681a5bcbf57356e59549b95678118f721cbb9f7a6d4d645220b2dc566322a4a9dd3f571591eea5ccb5c29fda6fe1d57ce0cfda9ed3f9f44aadd6598094d1b","vulnerable","true","signature_replay","true","middleware","Middleware blocked: Identical transaction within 5 second window","1"
"TX-0794","2026-05-12T15:11:31.000Z","1778598691","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0.5","100","31337","1778593870","0x0d7c94ab7a04aeec30...","0x051dc1f6c9731dd4185b56c4363e20c89dcef1daf763cae99db6a5c2796bbd252feca23e91bfdaaf79cd620c009387c42de3d0cf1f12583e12ce6024a2ad20fe1b","secure","true","expired_tx","true","middleware","Middleware blocked: Transaction deadline has passed","1"
"TX-0669","2026-05-12T14:13:02.000Z","1778595182","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0.5","83","11155111","1","1778598782","0x44c5e62f48cc64e41e...","0x2aba8c199567cca120976a9f366a8cda584f39ae210e071edfd3d8db4d278c9e7f83e0931d8f3438c735d8112babffba149cf1294e9cb2e17bf3b276c61f54b51b","secure","true","cross_chain_replay","true","smart_contract","Secure contract blocked: Chain ID mismatch — signature invalid on this chain","1"
"TX-0376","2026-05-12T07:05:00.000Z","1778569500","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0.05",,"31337",,"0x5ddce079ceca506e49...","0x7bae6e7ebaecd5ec26f7f77811cf8bf406f6a0e368b71adc83fd5912a3389ba76df79310e75388f20ff90dbdc413ec2fa5badb91a2a2aaae260334a255402b1b1c","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0618","2026-05-12T16:10:17.000Z","1778602217","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0.05","61","31337","1778521229","0x64951b02fc52b6addd...","0x03f4b214ff3c8a27803b1c765666418471f097b7dd5ed13b4540f29e288781f92d6b9c97b44ad5383baac8cbd53ffd1052fc05ed930c2ad9df669797ccbce3821b","secure","true","nonce_replay","true","smart_contract","Secure contract blocked: Invalid nonce: possible replay attack","1"
"TX-0573","2026-05-12T15:29:44.000Z","1778599784","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","2.0","76","31337","1778538751","0xe52f66f3bb5beaa1d1...","0x465490ba45078c0ee4b450b540842159120e6c2b3271f61a137c8bdc9948578c30495edaa4ba6c5e3f77128f00341924a35fb4601fc91fa678405811fcc1065e1b","secure","true","nonce_replay","true","middleware","Middleware blocked: Nonce already used","1"
"TX-0424","2026-05-12T15:11:09.000Z","1778598669","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0.01",,"31337",,"0x2d65946a66615efa5c...","0x1841ff03f78eb0258b6b934e7a3d54266bdfb273471aa51a69a1997178e16492523709f496483c9ce884fccd76c17f7fd05e8c27d9b622ce5152a3e2b369d2e01b","vulnerable","true","signature_replay","true","middleware","Middleware blocked: Signature already used","1"
"TX-0086","2026-05-12T02:07:07.000Z","1778551627","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0.05","14","31337","1778555227","0x31e1fa336fc6cf39e8...","0x89bdf6349c4e9a510109a10cc68f4f8d7bb9b76ef24e19e5e563e049b6da27f15e64af3254e475cea23571595743eab151b8f74fb6fb9a3a16c094ebaad036941b","secure","false","none","false","none","Legitimate transaction","0"
"TX-0069","2026-05-12T01:48:42.000Z","1778550522","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0.1",,"31337",,"0x46b42da1cd517ce67c...","0xceca9430d2fb1123728978e157fd638de70ec50b8f69dc464563bb7dcc8bae59553da86c5f953412924a4f45b07f6e35e0798e9c8e22b2f3694f9dd1b55ef5ea1c","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0260","2026-05-12T14:44:54.000Z","1778597094","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0.2","53","31337","1778600694","0xa1e44322de0e210e2d...","0x1dc462d7d039e5645ca6f38793deb65c50f7cb33ed563672a90d2164aa7421c61897b9353d600210c1c55cc897833754046d59bb1454bc2a1e26d78864646b631c","secure","false","none","false","none","Legitimate transaction","0"
"TX-0191","2026-05-11T18:30:15.000Z","1778524215","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0.15",,"31337",,"0x413cdbd4892143e09b...","0x6129e5ff30fc4b83157c6f4588905996c027c961d0e93a4b5de0a8b274949ae25029ebb704647860ce04e9a9cb5cde36bf44d3e4441d5c44a7a847bd82f7d5e61b","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0103","2026-05-12T05:13:05.000Z","1778562785","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0.1",,"31337",,"0x26cb5bda59e4e7d05a...","0x1560bb94d3cbe2c63fc96cc14976dd03e716c4bb0135e0661a4ea097dafb3b27550db20cac5277ef7d2026aa149a0c3b779ac2ef0bf1866c04c0ef3f7d1dfeff1c","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0707","2026-05-12T14:32:59.000Z","1778596379","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0.1","92","11155111","1","1778599979","0xf47d722c2dc5c84e4d...","0xe4ba7735e3f2d204ef31048cd3131c3a5d07e6366ad46991adc881fdbd0474ed4a478dd2ac4e2d6e60cf462244f767d7db4843324376f15fade6bae0fbe18e3c1b","secure","true","cross_chain_replay","true","smart_contract","Secure contract blocked: Chain ID mismatch — signature invalid on this chain","1"
"TX-0705","2026-05-12T14:18:50.000Z","1778595530","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0.15","90","11155111","1","1778599130","0x45634947b8ff4f37a0...","0x170cf59a8c8bc81f9ec10799f17193188385f234cde336915fa6e658dcdbceca2eafea702856d2ac688b2a419b51133577ae2843ce87affa4d78d49155c471091b","secure","true","cross_chain_replay","true","smart_contract","Secure contract blocked: Chain ID mismatch — signature invalid on this chain","1"
"TX-0714","2026-05-12T14:31:24.000Z","1778596284","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0x90F79bf6EB2c4f870365E785982E1f101E93b906","0.2","95","11155111","1","1778599884","0x983e69ca17fbc0df18...","0xd46dc89eadb454b4defd262fe482cd498be6d581dd82d356b136922891c3904639afa5f14ab00193ef1610e1d5e81c3e7759659e49eb42a38ad07d6c456b06831c","secure","true","cross_chain_replay","true","smart_contract","Secure contract blocked: Chain ID mismatch — signature invalid on this chain","1"
"TX-0038","2026-05-12T15:07:33.000Z","1778598453","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65","1.0",,"31337",,"0x0c3479356bee4eb38f...","0x4e70af4d14a1e0788fc89eb64ed2053c635e6ee118942a84a2fda26cfabf237b42c4bba4f7eb39f8a48647293cc36c935079fb620947cda3e0b317f24faa991c1c","vulnerable","false","none","false","none","Legitimate transaction","0"
"TX-0595","2026-05-12T15:39:48.000Z","1778600388","0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0.1","70","31337","1778595687","0x2f6b6f7ce7256407e9...","0x2d502813947ed104c595838db489f2b1397b4636a8d4fa710990ebed4966c1c328b09c481f7bbb1c9e8cc88593d409a0b9d0c6acdeb8a464069e8348119b33e31c","secure","true","nonce_replay","true","smart_contract","Secure contract blocked: Invalid nonce: possible replay attack","1"
